frequency(Hz),V/rt(Hz),Title
878.8824088,2.10E-08,AD797 PSD @ 28.8 kHz Span
882.7885528,2.09E-08,AD797 PSD @ 28.8 kHz Span
886.6946969,2.04E-08,AD797 PSD @ 28.8 kHz Span
890.6008409,2.03E-08,AD797 PSD @ 28.8 kHz Span
894.5069849,2.13E-08,AD797 PSD @ 28.8 kHz Span
898.413129,2.26E-08,AD797 PSD @ 28.8 kHz Span
902.319273,2.27E-08,AD797 PSD @ 28.8 kHz Span
906.2254171,2.17E-08,AD797 PSD @ 28.8 kHz Span
910.1315611,2.04E-08,AD797 PSD @ 28.8 kHz Span
914.0377051,1.96E-08,AD797 PSD @ 28.8 kHz Span
917.9438492,2.03E-08,AD797 PSD @ 28.8 kHz Span
921.8499932,2.14E-08,AD797 PSD @ 28.8 kHz Span
925.7561373,2.17E-08,AD797 PSD @ 28.8 kHz Span
929.6622813,2.13E-08,AD797 PSD @ 28.8 kHz Span
933.5684253,2.08E-08,AD797 PSD @ 28.8 kHz Span
937.4745694,2.10E-08,AD797 PSD @ 28.8 kHz Span
941.3807134,2.23E-08,AD797 PSD @ 28.8 kHz Span
945.2868575,2.44E-08,AD797 PSD @ 28.8 kHz Span
949.1930015,2.54E-08,AD797 PSD @ 28.8 kHz Span
953.0991455,2.39E-08,AD797 PSD @ 28.8 kHz Span
957.0052896,2.16E-08,AD797 PSD @ 28.8 kHz Span
960.9114336,2.08E-08,AD797 PSD @ 28.8 kHz Span
964.8175776,2.11E-08,AD797 PSD @ 28.8 kHz Span
968.7237217,2.17E-08,AD797 PSD @ 28.8 kHz Span
972.6298657,2.21E-08,AD797 PSD @ 28.8 kHz Span
976.5360098,2.16E-08,AD797 PSD @ 28.8 kHz Span
980.4421538,2.12E-08,AD797 PSD @ 28.8 kHz Span
984.3482978,2.18E-08,AD797 PSD @ 28.8 kHz Span
988.2544419,2.40E-08,AD797 PSD @ 28.8 kHz Span
992.1605859,3.56E-08,AD797 PSD @ 28.8 kHz Span
996.06673,5.86E-08,AD797 PSD @ 28.8 kHz Span
999.972874,7.15E-08,AD797 PSD @ 28.8 kHz Span
1003.879018,5.92E-08,AD797 PSD @ 28.8 kHz Span
1007.785162,3.63E-08,AD797 PSD @ 28.8 kHz Span
1011.691306,2.42E-08,AD797 PSD @ 28.8 kHz Span
1015.59745,2.17E-08,AD797 PSD @ 28.8 kHz Span
1019.503594,2.13E-08,AD797 PSD @ 28.8 kHz Span
1023.409738,2.20E-08,AD797 PSD @ 28.8 kHz Span
1027.315882,2.21E-08,AD797 PSD @ 28.8 kHz Span
1031.222026,2.18E-08,AD797 PSD @ 28.8 kHz Span
1035.12817,2.18E-08,AD797 PSD @ 28.8 kHz Span
1039.034314,2.14E-08,AD797 PSD @ 28.8 kHz Span
1042.940458,2.09E-08,AD797 PSD @ 28.8 kHz Span
1046.846602,2.15E-08,AD797 PSD @ 28.8 kHz Span
1050.752747,2.20E-08,AD797 PSD @ 28.8 kHz Span
1054.658891,2.16E-08,AD797 PSD @ 28.8 kHz Span
1058.565035,2.08E-08,AD797 PSD @ 28.8 kHz Span
1062.471179,2.02E-08,AD797 PSD @ 28.8 kHz Span
1066.377323,2.03E-08,AD797 PSD @ 28.8 kHz Span
1070.283467,2.09E-08,AD797 PSD @ 28.8 kHz Span
1074.189611,2.10E-08,AD797 PSD @ 28.8 kHz Span
1078.095755,2.07E-08,AD797 PSD @ 28.8 kHz Span
1082.001899,2.08E-08,AD797 PSD @ 28.8 kHz Span
1085.908043,2.12E-08,AD797 PSD @ 28.8 kHz Span
1089.814187,2.17E-08,AD797 PSD @ 28.8 kHz Span
1093.720331,2.23E-08,AD797 PSD @ 28.8 kHz Span
1097.626475,2.28E-08,AD797 PSD @ 28.8 kHz Span
1101.532619,2.26E-08,AD797 PSD @ 28.8 kHz Span
1105.438763,2.14E-08,AD797 PSD @ 28.8 kHz Span
1109.344907,2.04E-08,AD797 PSD @ 28.8 kHz Span
1113.251051,2.05E-08,AD797 PSD @ 28.8 kHz Span
1117.157195,2.06E-08,AD797 PSD @ 28.8 kHz Span
1121.063339,2.03E-08,AD797 PSD @ 28.8 kHz Span
1124.969483,1.99E-08,AD797 PSD @ 28.8 kHz Span
1128.875627,1.95E-08,AD797 PSD @ 28.8 kHz Span
1132.781771,1.96E-08,AD797 PSD @ 28.8 kHz Span
1136.687915,2.03E-08,AD797 PSD @ 28.8 kHz Span
1140.594059,2.08E-08,AD797 PSD @ 28.8 kHz Span
1144.500203,2.04E-08,AD797 PSD @ 28.8 kHz Span
1148.406347,2.07E-08,AD797 PSD @ 28.8 kHz Span
1152.312492,2.12E-08,AD797 PSD @ 28.8 kHz Span
1156.218636,2.10E-08,AD797 PSD @ 28.8 kHz Span
1160.12478,2.07E-08,AD797 PSD @ 28.8 kHz Span
1164.030924,2.05E-08,AD797 PSD @ 28.8 kHz Span
1167.937068,2.05E-08,AD797 PSD @ 28.8 kHz Span
1171.843212,2.06E-08,AD797 PSD @ 28.8 kHz Span
1175.749356,2.09E-08,AD797 PSD @ 28.8 kHz Span
1179.6555,2.11E-08,AD797 PSD @ 28.8 kHz Span
1183.561644,2.12E-08,AD797 PSD @ 28.8 kHz Span
1187.467788,2.07E-08,AD797 PSD @ 28.8 kHz Span
1191.373932,2.03E-08,AD797 PSD @ 28.8 kHz Span
1195.280076,2.05E-08,AD797 PSD @ 28.8 kHz Span
1199.18622,2.08E-08,AD797 PSD @ 28.8 kHz Span
1203.092364,2.08E-08,AD797 PSD @ 28.8 kHz Span
1206.998508,2.03E-08,AD797 PSD @ 28.8 kHz Span
1210.904652,1.99E-08,AD797 PSD @ 28.8 kHz Span
1214.810796,1.98E-08,AD797 PSD @ 28.8 kHz Span
1218.71694,1.98E-08,AD797 PSD @ 28.8 kHz Span
1222.623084,1.94E-08,AD797 PSD @ 28.8 kHz Span
1226.529228,1.92E-08,AD797 PSD @ 28.8 kHz Span
1230.435372,1.92E-08,AD797 PSD @ 28.8 kHz Span
1234.341516,1.95E-08,AD797 PSD @ 28.8 kHz Span
1238.24766,1.95E-08,AD797 PSD @ 28.8 kHz Span
1242.153804,1.96E-08,AD797 PSD @ 28.8 kHz Span
1246.059948,2.04E-08,AD797 PSD @ 28.8 kHz Span
1249.966092,2.10E-08,AD797 PSD @ 28.8 kHz Span
1253.872237,2.13E-08,AD797 PSD @ 28.8 kHz Span
1257.778381,2.15E-08,AD797 PSD @ 28.8 kHz Span
1261.684525,2.13E-08,AD797 PSD @ 28.8 kHz Span
1265.590669,2.09E-08,AD797 PSD @ 28.8 kHz Span
1269.496813,2.04E-08,AD797 PSD @ 28.8 kHz Span
1273.402957,1.96E-08,AD797 PSD @ 28.8 kHz Span
1277.309101,1.91E-08,AD797 PSD @ 28.8 kHz Span
1281.215245,1.95E-08,AD797 PSD @ 28.8 kHz Span
1285.121389,2.02E-08,AD797 PSD @ 28.8 kHz Span
1289.027533,2.04E-08,AD797 PSD @ 28.8 kHz Span
1292.933677,2.06E-08,AD797 PSD @ 28.8 kHz Span
1296.839821,2.21E-08,AD797 PSD @ 28.8 kHz Span
1300.745965,2.30E-08,AD797 PSD @ 28.8 kHz Span
1304.652109,2.14E-08,AD797 PSD @ 28.8 kHz Span
1308.558253,1.96E-08,AD797 PSD @ 28.8 kHz Span
1312.464397,1.88E-08,AD797 PSD @ 28.8 kHz Span
1316.370541,1.87E-08,AD797 PSD @ 28.8 kHz Span
1320.276685,1.90E-08,AD797 PSD @ 28.8 kHz Span
1324.182829,1.94E-08,AD797 PSD @ 28.8 kHz Span
1328.088973,1.98E-08,AD797 PSD @ 28.8 kHz Span
1331.995117,2.02E-08,AD797 PSD @ 28.8 kHz Span
1335.901261,2.04E-08,AD797 PSD @ 28.8 kHz Span
1339.807405,2.02E-08,AD797 PSD @ 28.8 kHz Span
1343.713549,2.01E-08,AD797 PSD @ 28.8 kHz Span
1347.619693,2.04E-08,AD797 PSD @ 28.8 kHz Span
1351.525838,2.06E-08,AD797 PSD @ 28.8 kHz Span
1355.431982,2.06E-08,AD797 PSD @ 28.8 kHz Span
1359.338126,2.03E-08,AD797 PSD @ 28.8 kHz Span
1363.24427,1.96E-08,AD797 PSD @ 28.8 kHz Span
1367.150414,1.95E-08,AD797 PSD @ 28.8 kHz Span
1371.056558,1.99E-08,AD797 PSD @ 28.8 kHz Span
1374.962702,1.98E-08,AD797 PSD @ 28.8 kHz Span
1378.868846,2.00E-08,AD797 PSD @ 28.8 kHz Span
1382.77499,2.04E-08,AD797 PSD @ 28.8 kHz Span
1386.681134,2.03E-08,AD797 PSD @ 28.8 kHz Span
1390.587278,2.03E-08,AD797 PSD @ 28.8 kHz Span
1394.493422,2.08E-08,AD797 PSD @ 28.8 kHz Span
1398.399566,2.13E-08,AD797 PSD @ 28.8 kHz Span
1402.30571,2.11E-08,AD797 PSD @ 28.8 kHz Span
1406.211854,2.08E-08,AD797 PSD @ 28.8 kHz Span
1410.117998,2.07E-08,AD797 PSD @ 28.8 kHz Span
1414.024142,2.06E-08,AD797 PSD @ 28.8 kHz Span
1417.930286,2.04E-08,AD797 PSD @ 28.8 kHz Span
1421.83643,1.98E-08,AD797 PSD @ 28.8 kHz Span
1425.742574,1.93E-08,AD797 PSD @ 28.8 kHz Span
1429.648718,1.94E-08,AD797 PSD @ 28.8 kHz Span
1433.554862,1.97E-08,AD797 PSD @ 28.8 kHz Span
1437.461006,1.96E-08,AD797 PSD @ 28.8 kHz Span
1441.36715,1.98E-08,AD797 PSD @ 28.8 kHz Span
1445.273294,2.07E-08,AD797 PSD @ 28.8 kHz Span
1449.179438,2.14E-08,AD797 PSD @ 28.8 kHz Span
1453.085583,2.09E-08,AD797 PSD @ 28.8 kHz Span
1456.991727,2.02E-08,AD797 PSD @ 28.8 kHz Span
1460.897871,2.03E-08,AD797 PSD @ 28.8 kHz Span
1464.804015,2.03E-08,AD797 PSD @ 28.8 kHz Span
1468.710159,2.01E-08,AD797 PSD @ 28.8 kHz Span
1472.616303,2.01E-08,AD797 PSD @ 28.8 kHz Span
1476.522447,2.01E-08,AD797 PSD @ 28.8 kHz Span
1480.428591,1.98E-08,AD797 PSD @ 28.8 kHz Span
1484.334735,1.91E-08,AD797 PSD @ 28.8 kHz Span
1488.240879,1.89E-08,AD797 PSD @ 28.8 kHz Span
1492.147023,1.98E-08,AD797 PSD @ 28.8 kHz Span
1496.053167,2.13E-08,AD797 PSD @ 28.8 kHz Span
1499.959311,2.24E-08,AD797 PSD @ 28.8 kHz Span
1503.865455,2.20E-08,AD797 PSD @ 28.8 kHz Span
1507.771599,2.11E-08,AD797 PSD @ 28.8 kHz Span
1511.677743,2.09E-08,AD797 PSD @ 28.8 kHz Span
1515.583887,2.09E-08,AD797 PSD @ 28.8 kHz Span
1519.490031,2.05E-08,AD797 PSD @ 28.8 kHz Span
1523.396175,1.99E-08,AD797 PSD @ 28.8 kHz Span
1527.302319,1.95E-08,AD797 PSD @ 28.8 kHz Span
1531.208463,1.95E-08,AD797 PSD @ 28.8 kHz Span
1535.114607,1.99E-08,AD797 PSD @ 28.8 kHz Span
1539.020751,2.04E-08,AD797 PSD @ 28.8 kHz Span
1542.926895,2.04E-08,AD797 PSD @ 28.8 kHz Span
1546.833039,2.09E-08,AD797 PSD @ 28.8 kHz Span
1550.739184,2.12E-08,AD797 PSD @ 28.8 kHz Span
1554.645328,2.07E-08,AD797 PSD @ 28.8 kHz Span
1558.551472,1.99E-08,AD797 PSD @ 28.8 kHz Span
1562.457616,1.94E-08,AD797 PSD @ 28.8 kHz Span
1566.36376,1.93E-08,AD797 PSD @ 28.8 kHz Span
1570.269904,1.95E-08,AD797 PSD @ 28.8 kHz Span
1574.176048,1.98E-08,AD797 PSD @ 28.8 kHz Span
1578.082192,2.02E-08,AD797 PSD @ 28.8 kHz Span
1581.988336,2.04E-08,AD797 PSD @ 28.8 kHz Span
1585.89448,2.06E-08,AD797 PSD @ 28.8 kHz Span
1589.800624,2.08E-08,AD797 PSD @ 28.8 kHz Span
1593.706768,2.07E-08,AD797 PSD @ 28.8 kHz Span
1597.612912,2.04E-08,AD797 PSD @ 28.8 kHz Span
1601.519056,2.04E-08,AD797 PSD @ 28.8 kHz Span
1605.4252,2.04E-08,AD797 PSD @ 28.8 kHz Span
1609.331344,2.01E-08,AD797 PSD @ 28.8 kHz Span
1613.237488,1.99E-08,AD797 PSD @ 28.8 kHz Span
1617.143632,2.03E-08,AD797 PSD @ 28.8 kHz Span
1621.049776,2.07E-08,AD797 PSD @ 28.8 kHz Span
1624.95592,2.02E-08,AD797 PSD @ 28.8 kHz Span
1628.862064,1.94E-08,AD797 PSD @ 28.8 kHz Span
1632.768208,1.90E-08,AD797 PSD @ 28.8 kHz Span
1636.674352,1.88E-08,AD797 PSD @ 28.8 kHz Span
1640.580496,1.92E-08,AD797 PSD @ 28.8 kHz Span
1644.48664,1.97E-08,AD797 PSD @ 28.8 kHz Span
