;Scopy version,f4beeb1,,,,,,,,
;Exported on,Friday October 11/10/2024,,,,,Average Ch. 1,,Average Ch. 2,
;Device,M2K,,,,,4.00E-06,V/sqrt(Hz),3.89E-06,V/sqrt(Hz)
;Nr of samples,4096,,,,,,,,
;Sample rate,0,,,,,,,,
;Tool,Spectrum Analyzer,,,,,,,,
;Additional Information,Exponential RMS,Blackman-Harris,500,Exponential RMS,Blackman-Harris,500,,,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz),,,,,,
975,23803.7,3.94E-06,3.86E-06,,,,,,
976,23828.1,3.97E-06,3.85E-06,,,,,,
977,23852.5,4.13E-06,3.93E-06,,,,,,
978,23877,4.15E-06,3.92E-06,,,,,,
979,23901.4,4.09E-06,3.93E-06,,,,,,
980,23925.8,4.08E-06,3.83E-06,,,,,,
981,23950.2,4.09E-06,3.79E-06,,,,,,
982,23974.6,4.07E-06,3.82E-06,,,,,,
983,23999,4.02E-06,3.90E-06,,,,,,
984,24023.4,4.00E-06,4.01E-06,,,,,,
985,24047.9,4.01E-06,4.05E-06,,,,,,
986,24072.3,4.07E-06,4.01E-06,,,,,,
987,24096.7,4.04E-06,3.92E-06,,,,,,
988,24121.1,3.97E-06,3.93E-06,,,,,,
989,24145.5,3.92E-06,3.96E-06,,,,,,
990,24169.9,3.95E-06,3.93E-06,,,,,,
991,24194.3,4.06E-06,3.83E-06,,,,,,
992,24218.8,4.09E-06,3.85E-06,,,,,,
993,24243.2,4.02E-06,3.81E-06,,,,,,
994,24267.6,3.94E-06,3.79E-06,,,,,,
995,24292,3.92E-06,3.86E-06,,,,,,
996,24316.4,3.99E-06,3.84E-06,,,,,,
997,24340.8,4.04E-06,3.87E-06,,,,,,
998,24365.2,4.06E-06,3.90E-06,,,,,,
999,24389.6,4.05E-06,3.97E-06,,,,,,
1000,24414.1,4.04E-06,4.00E-06,,,,,,
1001,24438.5,4.00E-06,3.94E-06,,,,,,
1002,24462.9,3.95E-06,3.85E-06,,,,,,
1003,24487.3,3.92E-06,3.87E-06,,,,,,
1004,24511.7,3.91E-06,3.92E-06,,,,,,
1005,24536.1,3.98E-06,3.92E-06,,,,,,
1006,24560.5,4.05E-06,3.86E-06,,,,,,
1007,24585,4.09E-06,3.85E-06,,,,,,
1008,24609.4,4.02E-06,3.89E-06,,,,,,
1009,24633.8,3.95E-06,3.91E-06,,,,,,
1010,24658.2,3.94E-06,3.91E-06,,,,,,
1011,24682.6,3.97E-06,3.92E-06,,,,,,
1012,24707,4.02E-06,3.86E-06,,,,,,
1013,24731.4,4.02E-06,3.83E-06,,,,,,
1014,24755.9,4.02E-06,3.91E-06,,,,,,
1015,24780.3,4.05E-06,3.94E-06,,,,,,
1016,24804.7,4.06E-06,3.87E-06,,,,,,
1017,24829.1,4.04E-06,3.81E-06,,,,,,
1018,24853.5,4.06E-06,3.79E-06,,,,,,
1019,24877.9,4.07E-06,3.78E-06,,,,,,
1020,24902.3,4.06E-06,3.76E-06,,,,,,
1021,24926.8,4.06E-06,3.84E-06,,,,,,
1022,24951.2,4.05E-06,3.95E-06,,,,,,
1023,24975.6,4.00E-06,3.93E-06,,,,,,
1024,25000,4.09E-06,3.85E-06,,,,,,
1025,25024.4,4.19E-06,3.87E-06,,,,,,
1026,25048.8,4.19E-06,3.96E-06,,,,,,
1027,25073.2,4.05E-06,3.97E-06,,,,,,
1028,25097.7,3.96E-06,3.89E-06,,,,,,
1029,25122.1,3.92E-06,3.76E-06,,,,,,
1030,25146.5,3.92E-06,3.82E-06,,,,,,
1031,25170.9,4.06E-06,3.89E-06,,,,,,
1032,25195.3,4.08E-06,3.90E-06,,,,,,
1033,25219.7,3.95E-06,4.00E-06,,,,,,
1034,25244.1,3.99E-06,4.02E-06,,,,,,
1035,25268.6,4.11E-06,3.96E-06,,,,,,
1036,25293,4.09E-06,3.91E-06,,,,,,
1037,25317.4,3.99E-06,3.87E-06,,,,,,
1038,25341.8,3.95E-06,3.87E-06,,,,,,
1039,25366.2,4.05E-06,3.87E-06,,,,,,
1040,25390.6,4.14E-06,3.83E-06,,,,,,
1041,25415,4.13E-06,3.87E-06,,,,,,
1042,25439.5,4.12E-06,3.88E-06,,,,,,
1043,25463.9,4.03E-06,3.83E-06,,,,,,
1044,25488.3,3.97E-06,3.87E-06,,,,,,
1045,25512.7,4.02E-06,3.92E-06,,,,,,
1046,25537.1,4.08E-06,3.87E-06,,,,,,
1047,25561.5,4.00E-06,3.77E-06,,,,,,
1048,25585.9,3.87E-06,3.82E-06,,,,,,
1049,25610.4,3.83E-06,3.82E-06,,,,,,
1050,25634.8,3.90E-06,3.78E-06,,,,,,
1051,25659.2,3.97E-06,3.82E-06,,,,,,
1052,25683.6,4.07E-06,3.89E-06,,,,,,
1053,25708,4.12E-06,3.95E-06,,,,,,
1054,25732.4,3.96E-06,3.95E-06,,,,,,
1055,25756.8,3.87E-06,3.91E-06,,,,,,
1056,25781.3,3.96E-06,3.84E-06,,,,,,
1057,25805.7,4.00E-06,3.85E-06,,,,,,
1058,25830.1,4.03E-06,3.87E-06,,,,,,
1059,25854.5,3.97E-06,3.91E-06,,,,,,
1060,25878.9,3.91E-06,4.00E-06,,,,,,
1061,25903.3,3.91E-06,3.92E-06,,,,,,
1062,25927.7,3.94E-06,3.81E-06,,,,,,
1063,25952.1,3.96E-06,3.82E-06,,,,,,
1064,25976.6,3.96E-06,3.83E-06,,,,,,
1065,26001,4.02E-06,3.86E-06,,,,,,
1066,26025.4,4.03E-06,3.91E-06,,,,,,
1067,26049.8,4.04E-06,3.91E-06,,,,,,
1068,26074.2,4.08E-06,3.92E-06,,,,,,
1069,26098.6,4.08E-06,3.99E-06,,,,,,
1070,26123,3.96E-06,3.92E-06,,,,,,
1071,26147.5,3.87E-06,3.86E-06,,,,,,
1072,26171.9,3.85E-06,3.92E-06,,,,,,
1073,26196.3,3.93E-06,3.96E-06,,,,,,
1074,26220.7,4.02E-06,3.94E-06,,,,,,
1075,26245.1,4.02E-06,3.88E-06,,,,,,
1076,26269.5,4.01E-06,3.82E-06,,,,,,
1077,26293.9,4.02E-06,3.90E-06,,,,,,
1078,26318.4,3.97E-06,3.98E-06,,,,,,
1079,26342.8,3.92E-06,3.97E-06,,,,,,
1080,26367.2,3.95E-06,3.94E-06,,,,,,
1081,26391.6,4.02E-06,3.96E-06,,,,,,
1082,26416,4.04E-06,4.06E-06,,,,,,
1083,26440.4,3.99E-06,4.04E-06,,,,,,
1084,26464.8,3.94E-06,3.91E-06,,,,,,
1085,26489.3,3.99E-06,3.85E-06,,,,,,
1086,26513.7,3.94E-06,3.89E-06,,,,,,
1087,26538.1,3.96E-06,3.98E-06,,,,,,
1088,26562.5,3.93E-06,4.01E-06,,,,,,
1089,26586.9,3.88E-06,3.93E-06,,,,,,
1090,26611.3,3.89E-06,3.89E-06,,,,,,
1091,26635.7,3.99E-06,3.92E-06,,,,,,
1092,26660.2,4.09E-06,3.95E-06,,,,,,
1093,26684.6,4.09E-06,3.94E-06,,,,,,
1094,26709,4.02E-06,3.95E-06,,,,,,
1095,26733.4,3.96E-06,3.94E-06,,,,,,
1096,26757.8,3.93E-06,3.94E-06,,,,,,
1097,26782.2,3.98E-06,3.97E-06,,,,,,
1098,26806.6,3.99E-06,3.98E-06,,,,,,
1099,26831.1,3.95E-06,3.92E-06,,,,,,
1100,26855.5,3.95E-06,3.87E-06,,,,,,
1101,26879.9,3.97E-06,3.85E-06,,,,,,
1102,26904.3,4.02E-06,3.88E-06,,,,,,
1103,26928.7,4.09E-06,3.92E-06,,,,,,
1104,26953.1,4.08E-06,3.97E-06,,,,,,
1105,26977.5,3.95E-06,3.91E-06,,,,,,
1106,27002,3.87E-06,3.85E-06,,,,,,
1107,27026.4,3.87E-06,3.90E-06,,,,,,
1108,27050.8,3.89E-06,3.97E-06,,,,,,
1109,27075.2,3.87E-06,3.92E-06,,,,,,
1110,27099.6,3.87E-06,3.92E-06,,,,,,
1111,27124,3.93E-06,3.94E-06,,,,,,
1112,27148.4,3.98E-06,3.96E-06,,,,,,
1113,27172.9,3.99E-06,3.97E-06,,,,,,
1114,27197.3,4.01E-06,3.91E-06,,,,,,
1115,27221.7,4.02E-06,3.90E-06,,,,,,
1116,27246.1,4.01E-06,3.96E-06,,,,,,
1117,27270.5,3.99E-06,3.94E-06,,,,,,
1118,27294.9,3.99E-06,3.87E-06,,,,,,
1119,27319.3,3.99E-06,3.85E-06,,,,,,
1120,27343.8,3.98E-06,3.80E-06,,,,,,
1121,27368.2,3.98E-06,3.86E-06,,,,,,
1122,27392.6,3.96E-06,3.94E-06,,,,,,
1123,27417,4.02E-06,3.85E-06,,,,,,
1124,27441.4,4.01E-06,3.85E-06,,,,,,
1125,27465.8,3.99E-06,3.89E-06,,,,,,
1126,27490.2,4.07E-06,3.90E-06,,,,,,
1127,27514.6,4.06E-06,3.88E-06,,,,,,
1128,27539.1,3.96E-06,3.91E-06,,,,,,
1129,27563.5,3.96E-06,3.93E-06,,,,,,
1130,27587.9,4.08E-06,3.86E-06,,,,,,
1131,27612.3,4.06E-06,3.85E-06,,,,,,
1132,27636.7,3.98E-06,3.86E-06,,,,,,
1133,27661.1,3.95E-06,3.81E-06,,,,,,
1134,27685.5,4.02E-06,3.79E-06,,,,,,
1135,27710,4.06E-06,3.81E-06,,,,,,
1136,27734.4,4.09E-06,3.81E-06,,,,,,
1137,27758.8,4.12E-06,3.84E-06,,,,,,
1138,27783.2,4.09E-06,3.91E-06,,,,,,
1139,27807.6,4.07E-06,3.90E-06,,,,,,
1140,27832,4.03E-06,3.88E-06,,,,,,
1141,27856.4,3.90E-06,3.93E-06,,,,,,
1142,27880.9,3.87E-06,3.92E-06,,,,,,
1143,27905.3,3.98E-06,3.91E-06,,,,,,
1144,27929.7,4.04E-06,3.97E-06,,,,,,
1145,27954.1,4.02E-06,3.97E-06,,,,,,
1146,27978.5,3.95E-06,3.90E-06,,,,,,
1147,28002.9,3.95E-06,3.83E-06,,,,,,
1148,28027.3,3.99E-06,3.88E-06,,,,,,
1149,28051.8,4.06E-06,3.95E-06,,,,,,
1150,28076.2,3.99E-06,3.97E-06,,,,,,
1151,28100.6,4.03E-06,3.97E-06,,,,,,
1152,28125,4.04E-06,3.95E-06,,,,,,
1153,28149.4,4.03E-06,3.89E-06,,,,,,
1154,28173.8,4.00E-06,3.86E-06,,,,,,
1155,28198.2,3.93E-06,3.85E-06,,,,,,
1156,28222.7,3.97E-06,3.86E-06,,,,,,
1157,28247.1,4.02E-06,3.96E-06,,,,,,
1158,28271.5,4.05E-06,4.02E-06,,,,,,
1159,28295.9,4.04E-06,3.93E-06,,,,,,
1160,28320.3,4.06E-06,3.85E-06,,,,,,
1161,28344.7,4.04E-06,3.93E-06,,,,,,
1162,28369.1,4.02E-06,3.95E-06,,,,,,
1163,28393.6,3.91E-06,3.93E-06,,,,,,
1164,28418,3.92E-06,3.87E-06,,,,,,
1165,28442.4,3.98E-06,3.85E-06,,,,,,
1166,28466.8,3.97E-06,3.85E-06,,,,,,
1167,28491.2,4.00E-06,3.84E-06,,,,,,
1168,28515.6,4.05E-06,3.80E-06,,,,,,
1169,28540,4.05E-06,3.78E-06,,,,,,
1170,28564.5,4.09E-06,3.78E-06,,,,,,
1171,28588.9,4.07E-06,3.80E-06,,,,,,
1172,28613.3,4.05E-06,3.81E-06,,,,,,
1173,28637.7,4.01E-06,3.75E-06,,,,,,
1174,28662.1,3.92E-06,3.76E-06,,,,,,
1175,28686.5,3.99E-06,3.90E-06,,,,,,
1176,28710.9,4.06E-06,3.96E-06,,,,,,
1177,28735.4,4.02E-06,3.89E-06,,,,,,
1178,28759.8,3.96E-06,3.87E-06,,,,,,
1179,28784.2,3.86E-06,3.90E-06,,,,,,
1180,28808.6,3.85E-06,3.82E-06,,,,,,
1181,28833,3.92E-06,3.84E-06,,,,,,
1182,28857.4,4.01E-06,3.91E-06,,,,,,
1183,28881.8,4.00E-06,3.94E-06,,,,,,
1184,28906.3,3.94E-06,3.95E-06,,,,,,
1185,28930.7,3.94E-06,3.94E-06,,,,,,
1186,28955.1,4.00E-06,3.91E-06,,,,,,
1187,28979.5,4.06E-06,3.92E-06,,,,,,
1188,29003.9,4.03E-06,3.97E-06,,,,,,
1189,29028.3,4.00E-06,3.97E-06,,,,,,
1190,29052.7,4.02E-06,3.92E-06,,,,,,
1191,29077.1,3.97E-06,3.84E-06,,,,,,
1192,29101.6,3.96E-06,3.78E-06,,,,,,
1193,29126,3.98E-06,3.83E-06,,,,,,
1194,29150.4,4.00E-06,3.86E-06,,,,,,
1195,29174.8,4.04E-06,3.84E-06,,,,,,
1196,29199.2,3.99E-06,3.86E-06,,,,,,
1197,29223.6,3.92E-06,3.92E-06,,,,,,
1198,29248,3.90E-06,3.90E-06,,,,,,
1199,29272.5,3.94E-06,3.92E-06,,,,,,
1200,29296.9,4.00E-06,3.96E-06,,,,,,
1201,29321.3,4.05E-06,3.90E-06,,,,,,
1202,29345.7,4.05E-06,3.85E-06,,,,,,
1203,29370.1,4.06E-06,3.79E-06,,,,,,
1204,29394.5,4.02E-06,3.77E-06,,,,,,
1205,29418.9,4.00E-06,3.84E-06,,,,,,
1206,29443.4,4.03E-06,3.86E-06,,,,,,
1207,29467.8,4.06E-06,3.90E-06,,,,,,
1208,29492.2,4.01E-06,3.85E-06,,,,,,
1209,29516.6,3.92E-06,3.83E-06,,,,,,
1210,29541,3.86E-06,3.87E-06,,,,,,
1211,29565.4,3.93E-06,3.91E-06,,,,,,
1212,29589.8,3.97E-06,3.86E-06,,,,,,
1213,29614.3,3.95E-06,3.84E-06,,,,,,
1214,29638.7,4.01E-06,3.85E-06,,,,,,
1215,29663.1,4.02E-06,3.84E-06,,,,,,
1216,29687.5,4.03E-06,3.93E-06,,,,,,
1217,29711.9,4.02E-06,3.94E-06,,,,,,
1218,29736.3,3.98E-06,3.92E-06,,,,,,
1219,29760.7,4.02E-06,3.93E-06,,,,,,
1220,29785.2,4.00E-06,3.87E-06,,,,,,
1221,29809.6,4.02E-06,3.85E-06,,,,,,
1222,29834,4.04E-06,3.89E-06,,,,,,
1223,29858.4,4.03E-06,3.95E-06,,,,,,
1224,29882.8,4.13E-06,3.98E-06,,,,,,
1225,29907.2,4.12E-06,4.00E-06,,,,,,
1226,29931.6,4.01E-06,3.91E-06,,,,,,
1227,29956.1,4.04E-06,3.89E-06,,,,,,
1228,29980.5,4.09E-06,3.99E-06,,,,,,
1229,30004.9,4.07E-06,3.98E-06,,,,,,
1230,30029.3,4.08E-06,3.82E-06,,,,,,
1231,30053.7,4.12E-06,3.79E-06,,,,,,
1232,30078.1,4.10E-06,3.81E-06,,,,,,
1233,30102.5,3.99E-06,3.81E-06,,,,,,
1234,30127,3.90E-06,3.80E-06,,,,,,
1235,30151.4,3.88E-06,3.84E-06,,,,,,
1236,30175.8,3.94E-06,3.84E-06,,,,,,
1237,30200.2,3.92E-06,3.80E-06,,,,,,
1238,30224.6,3.96E-06,3.82E-06,,,,,,
1239,30249,4.01E-06,3.91E-06,,,,,,
1240,30273.4,4.02E-06,3.96E-06,,,,,,
1241,30297.9,4.02E-06,3.97E-06,,,,,,
1242,30322.3,3.98E-06,4.03E-06,,,,,,
1243,30346.7,3.89E-06,4.12E-06,,,,,,
1244,30371.1,3.93E-06,4.09E-06,,,,,,
1245,30395.5,4.05E-06,4.04E-06,,,,,,
1246,30419.9,4.08E-06,3.98E-06,,,,,,
1247,30444.3,4.02E-06,3.91E-06,,,,,,
1248,30468.8,4.06E-06,3.87E-06,,,,,,
1249,30493.2,4.03E-06,3.84E-06,,,,,,
1250,30517.6,3.97E-06,3.85E-06,,,,,,
1251,30542,4.01E-06,3.95E-06,,,,,,
1252,30566.4,4.03E-06,3.97E-06,,,,,,
1253,30590.8,4.07E-06,3.92E-06,,,,,,
1254,30615.2,4.12E-06,3.93E-06,,,,,,
1255,30639.6,4.05E-06,3.97E-06,,,,,,
1256,30664.1,4.00E-06,3.91E-06,,,,,,
1257,30688.5,4.04E-06,3.96E-06,,,,,,
1258,30712.9,4.06E-06,4.00E-06,,,,,,
1259,30737.3,3.97E-06,3.95E-06,,,,,,
1260,30761.7,3.89E-06,3.91E-06,,,,,,
1261,30786.1,3.87E-06,3.87E-06,,,,,,
1262,30810.5,3.98E-06,3.86E-06,,,,,,
1263,30835,4.06E-06,3.89E-06,,,,,,
1264,30859.4,4.06E-06,3.92E-06,,,,,,
1265,30883.8,4.04E-06,3.95E-06,,,,,,
1266,30908.2,4.00E-06,3.95E-06,,,,,,
1267,30932.6,3.92E-06,3.98E-06,,,,,,
1268,30957,3.94E-06,3.96E-06,,,,,,
1269,30981.4,4.07E-06,3.86E-06,,,,,,
1270,31005.9,4.16E-06,3.73E-06,,,,,,
1271,31030.3,4.07E-06,3.81E-06,,,,,,
1272,31054.7,3.96E-06,3.99E-06,,,,,,
1273,31079.1,3.95E-06,3.99E-06,,,,,,
1274,31103.5,3.90E-06,3.89E-06,,,,,,
1275,31127.9,3.86E-06,3.88E-06,,,,,,
1276,31152.3,4.02E-06,3.96E-06,,,,,,
1277,31176.8,4.12E-06,4.01E-06,,,,,,
1278,31201.2,4.03E-06,4.01E-06,,,,,,
1279,31225.6,3.97E-06,3.96E-06,,,,,,
1280,31250,4.04E-06,3.94E-06,,,,,,
1281,31274.4,4.12E-06,3.96E-06,,,,,,
1282,31298.8,4.15E-06,3.94E-06,,,,,,
1283,31323.2,4.06E-06,3.94E-06,,,,,,
1284,31347.7,3.98E-06,3.92E-06,,,,,,
1285,31372.1,3.86E-06,3.82E-06,,,,,,
1286,31396.5,3.82E-06,3.76E-06,,,,,,
1287,31420.9,3.87E-06,3.87E-06,,,,,,
1288,31445.3,3.91E-06,3.89E-06,,,,,,
1289,31469.7,3.93E-06,3.87E-06,,,,,,
1290,31494.1,3.98E-06,3.84E-06,,,,,,
1291,31518.6,3.98E-06,3.81E-06,,,,,,
1292,31543,3.92E-06,3.82E-06,,,,,,
1293,31567.4,3.94E-06,3.87E-06,,,,,,
1294,31591.8,3.96E-06,3.92E-06,,,,,,
1295,31616.2,3.90E-06,3.91E-06,,,,,,
1296,31640.6,3.88E-06,3.90E-06,,,,,,
1297,31665,3.97E-06,3.95E-06,,,,,,
1298,31689.5,4.00E-06,3.96E-06,,,,,,
1299,31713.9,4.01E-06,3.98E-06,,,,,,
1300,31738.3,4.06E-06,3.96E-06,,,,,,
1301,31762.7,4.08E-06,3.97E-06,,,,,,
1302,31787.1,4.04E-06,3.97E-06,,,,,,
1303,31811.5,4.05E-06,3.93E-06,,,,,,
1304,31835.9,4.09E-06,3.87E-06,,,,,,
1305,31860.4,4.09E-06,3.81E-06,,,,,,
1306,31884.8,4.02E-06,3.79E-06,,,,,,
1307,31909.2,4.01E-06,3.79E-06,,,,,,
1308,31933.6,4.03E-06,3.77E-06,,,,,,
1309,31958,4.05E-06,3.75E-06,,,,,,
1310,31982.4,4.17E-06,3.78E-06,,,,,,
1311,32006.8,4.17E-06,3.83E-06,,,,,,
1312,32031.3,4.10E-06,3.83E-06,,,,,,
1313,32055.7,4.13E-06,3.81E-06,,,,,,
1314,32080.1,4.12E-06,3.81E-06,,,,,,
1315,32104.5,4.06E-06,3.91E-06,,,,,,
1316,32128.9,4.03E-06,3.93E-06,,,,,,
1317,32153.3,4.03E-06,3.87E-06,,,,,,
1318,32177.7,4.01E-06,3.83E-06,,,,,,
1319,32202.1,4.00E-06,3.91E-06,,,,,,
1320,32226.6,4.04E-06,4.00E-06,,,,,,
1321,32251,4.11E-06,3.96E-06,,,,,,
1322,32275.4,4.08E-06,3.89E-06,,,,,,
1323,32299.8,4.02E-06,3.88E-06,,,,,,
1324,32324.2,4.02E-06,3.83E-06,,,,,,
1325,32348.6,4.02E-06,3.94E-06,,,,,,
1326,32373,4.06E-06,4.10E-06,,,,,,
1327,32397.5,4.01E-06,4.09E-06,,,,,,
1328,32421.9,4.00E-06,4.01E-06,,,,,,
1329,32446.3,4.10E-06,3.90E-06,,,,,,
1330,32470.7,4.12E-06,3.83E-06,,,,,,
1331,32495.1,4.07E-06,3.83E-06,,,,,,
1332,32519.5,3.99E-06,3.86E-06,,,,,,
1333,32543.9,3.89E-06,3.94E-06,,,,,,
1334,32568.4,3.91E-06,3.93E-06,,,,,,
1335,32592.8,3.98E-06,3.90E-06,,,,,,
1336,32617.2,4.07E-06,3.88E-06,,,,,,
1337,32641.6,4.09E-06,3.93E-06,,,,,,
1338,32666,4.07E-06,4.01E-06,,,,,,
1339,32690.4,4.09E-06,3.94E-06,,,,,,
1340,32714.8,4.04E-06,3.85E-06,,,,,,
1341,32739.3,4.06E-06,3.88E-06,,,,,,
1342,32763.7,4.07E-06,3.83E-06,,,,,,
1343,32788.1,3.99E-06,3.81E-06,,,,,,
1344,32812.5,3.99E-06,3.92E-06,,,,,,
1345,32836.9,4.00E-06,4.02E-06,,,,,,
1346,32861.3,3.98E-06,4.01E-06,,,,,,
1347,32885.7,4.00E-06,3.96E-06,,,,,,
1348,32910.2,3.99E-06,3.87E-06,,,,,,
1349,32934.6,3.94E-06,3.85E-06,,,,,,
1350,32959,3.92E-06,3.93E-06,,,,,,
1351,32983.4,3.98E-06,3.93E-06,,,,,,
1352,33007.8,4.00E-06,3.84E-06,,,,,,
1353,33032.2,4.06E-06,3.80E-06,,,,,,
1354,33056.6,4.05E-06,3.89E-06,,,,,,
1355,33081.1,4.01E-06,3.99E-06,,,,,,
1356,33105.5,4.04E-06,4.01E-06,,,,,,
1357,33129.9,4.02E-06,3.96E-06,,,,,,
1358,33154.3,3.96E-06,3.90E-06,,,,,,
1359,33178.7,4.00E-06,3.83E-06,,,,,,
1360,33203.1,4.08E-06,3.81E-06,,,,,,
1361,33227.5,4.06E-06,3.82E-06,,,,,,
1362,33252,3.97E-06,3.81E-06,,,,,,
1363,33276.4,3.93E-06,3.83E-06,,,,,,
1364,33300.8,3.97E-06,3.85E-06,,,,,,
1365,33325.2,4.08E-06,3.92E-06,,,,,,
1366,33349.6,4.03E-06,3.98E-06,,,,,,
1367,33374,4.01E-06,3.88E-06,,,,,,
1368,33398.4,4.02E-06,3.80E-06,,,,,,
1369,33422.9,3.99E-06,3.86E-06,,,,,,
1370,33447.3,4.00E-06,3.93E-06,,,,,,
1371,33471.7,4.01E-06,3.91E-06,,,,,,
1372,33496.1,4.06E-06,3.87E-06,,,,,,
1373,33520.5,4.02E-06,3.94E-06,,,,,,
1374,33544.9,4.02E-06,3.97E-06,,,,,,
1375,33569.3,3.99E-06,3.91E-06,,,,,,
1376,33593.8,4.00E-06,3.83E-06,,,,,,
1377,33618.2,3.99E-06,3.86E-06,,,,,,
1378,33642.6,3.90E-06,3.91E-06,,,,,,
1379,33667,3.84E-06,3.90E-06,,,,,,
1380,33691.4,3.91E-06,3.87E-06,,,,,,
1381,33715.8,3.92E-06,3.84E-06,,,,,,
1382,33740.2,3.90E-06,3.89E-06,,,,,,
1383,33764.6,3.91E-06,3.91E-06,,,,,,
1384,33789.1,3.94E-06,3.91E-06,,,,,,
1385,33813.5,3.99E-06,3.92E-06,,,,,,
1386,33837.9,4.03E-06,3.85E-06,,,,,,
1387,33862.3,4.08E-06,3.84E-06,,,,,,
1388,33886.7,4.14E-06,3.89E-06,,,,,,
1389,33911.1,4.12E-06,3.88E-06,,,,,,
1390,33935.5,4.06E-06,3.84E-06,,,,,,
1391,33960,3.98E-06,3.84E-06,,,,,,
1392,33984.4,3.98E-06,3.83E-06,,,,,,
1393,34008.8,3.98E-06,3.93E-06,,,,,,
1394,34033.2,3.91E-06,4.01E-06,,,,,,
1395,34057.6,3.98E-06,3.94E-06,,,,,,
1396,34082,4.06E-06,3.86E-06,,,,,,
1397,34106.4,4.04E-06,3.81E-06,,,,,,
1398,34130.9,4.05E-06,3.85E-06,,,,,,
1399,34155.3,4.06E-06,3.93E-06,,,,,,
1400,34179.7,4.07E-06,3.90E-06,,,,,,
1401,34204.1,4.06E-06,3.88E-06,,,,,,
1402,34228.5,3.99E-06,3.85E-06,,,,,,
1403,34252.9,4.04E-06,3.86E-06,,,,,,
1404,34277.3,4.09E-06,3.88E-06,,,,,,
1405,34301.8,3.99E-06,3.90E-06,,,,,,
1406,34326.2,3.92E-06,3.93E-06,,,,,,
1407,34350.6,3.99E-06,3.94E-06,,,,,,
1408,34375,4.00E-06,3.95E-06,,,,,,
1409,34399.4,3.96E-06,3.91E-06,,,,,,
1410,34423.8,3.95E-06,3.88E-06,,,,,,
1411,34448.2,3.99E-06,3.87E-06,,,,,,
1412,34472.7,4.01E-06,3.86E-06,,,,,,
1413,34497.1,3.99E-06,3.89E-06,,,,,,
1414,34521.5,4.02E-06,3.88E-06,,,,,,
1415,34545.9,4.01E-06,3.80E-06,,,,,,
1416,34570.3,4.01E-06,3.85E-06,,,,,,
1417,34594.7,4.11E-06,3.87E-06,,,,,,
1418,34619.1,4.11E-06,3.83E-06,,,,,,
1419,34643.6,4.08E-06,3.88E-06,,,,,,
1420,34668,4.12E-06,3.90E-06,,,,,,
1421,34692.4,4.11E-06,3.87E-06,,,,,,
1422,34716.8,4.07E-06,3.85E-06,,,,,,
1423,34741.2,4.05E-06,3.83E-06,,,,,,
1424,34765.6,4.02E-06,3.85E-06,,,,,,
1425,34790,3.99E-06,3.90E-06,,,,,,
1426,34814.5,4.02E-06,3.82E-06,,,,,,
1427,34838.9,3.96E-06,3.81E-06,,,,,,
1428,34863.3,3.89E-06,3.86E-06,,,,,,
1429,34887.7,3.86E-06,3.85E-06,,,,,,
1430,34912.1,3.90E-06,3.81E-06,,,,,,
1431,34936.5,4.01E-06,3.86E-06,,,,,,
1432,34960.9,3.98E-06,3.84E-06,,,,,,
1433,34985.4,3.92E-06,3.78E-06,,,,,,
1434,35009.8,4.03E-06,3.81E-06,,,,,,
1435,35034.2,4.07E-06,3.90E-06,,,,,,
1436,35058.6,4.03E-06,3.94E-06,,,,,,
1437,35083,4.02E-06,4.02E-06,,,,,,
1438,35107.4,4.06E-06,4.05E-06,,,,,,
1439,35131.8,4.06E-06,3.91E-06,,,,,,
1440,35156.3,3.96E-06,3.79E-06,,,,,,
1441,35180.7,3.99E-06,3.77E-06,,,,,,
1442,35205.1,4.03E-06,3.80E-06,,,,,,
1443,35229.5,3.99E-06,3.80E-06,,,,,,
1444,35253.9,4.02E-06,3.81E-06,,,,,,
1445,35278.3,4.05E-06,3.84E-06,,,,,,
1446,35302.7,4.00E-06,3.85E-06,,,,,,
1447,35327.1,3.95E-06,3.82E-06,,,,,,
1448,35351.6,4.01E-06,3.85E-06,,,,,,
1449,35376,4.03E-06,3.91E-06,,,,,,
1450,35400.4,4.03E-06,3.94E-06,,,,,,
1451,35424.8,4.01E-06,3.87E-06,,,,,,
1452,35449.2,4.00E-06,3.87E-06,,,,,,
1453,35473.6,3.95E-06,3.93E-06,,,,,,
1454,35498,4.00E-06,3.93E-06,,,,,,
1455,35522.5,4.03E-06,3.86E-06,,,,,,
1456,35546.9,3.90E-06,3.80E-06,,,,,,
1457,35571.3,3.92E-06,3.85E-06,,,,,,
1458,35595.7,3.99E-06,3.86E-06,,,,,,
1459,35620.1,3.94E-06,3.87E-06,,,,,,
1460,35644.5,3.93E-06,3.85E-06,,,,,,
1461,35668.9,3.94E-06,3.83E-06,,,,,,
1462,35693.4,3.98E-06,3.81E-06,,,,,,
1463,35717.8,4.03E-06,3.86E-06,,,,,,
1464,35742.2,4.04E-06,3.92E-06,,,,,,
1465,35766.6,4.03E-06,3.96E-06,,,,,,
1466,35791,3.96E-06,3.96E-06,,,,,,
1467,35815.4,3.93E-06,3.93E-06,,,,,,
1468,35839.8,4.02E-06,3.95E-06,,,,,,
