;Scopy version,f4beeb1,,,,,,,,
;Exported on,Friday October 11/10/2024,,,,,Average Ch. 1,,Average Ch. 2,
;Device,M2K,,,,,4.00E-06,V/sqrt(Hz),3.89E-06,V/sqrt(Hz)
;Nr of samples,4096,,,,,,,,
;Sample rate,0,,,,,,,,
;Tool,Spectrum Analyzer,,,,,,,,
;Additional Information,Exponential RMS,Blackman-Harris,500,Exponential RMS,Blackman-Harris,500,,,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz),,,,,,
3441,84008.8,4.08E-06,4.03E-06,,,,,,
3442,84033.2,4.01E-06,4.03E-06,,,,,,
3443,84057.6,3.89E-06,4.03E-06,,,,,,
3444,84082,3.91E-06,4.01E-06,,,,,,
3445,84106.4,4.02E-06,3.88E-06,,,,,,
3446,84130.9,4.06E-06,3.85E-06,,,,,,
3447,84155.3,3.99E-06,3.87E-06,,,,,,
3448,84179.7,3.92E-06,3.85E-06,,,,,,
3449,84204.1,4.04E-06,3.91E-06,,,,,,
3450,84228.5,4.14E-06,3.89E-06,,,,,,
3451,84252.9,4.02E-06,3.84E-06,,,,,,
3452,84277.3,3.91E-06,3.77E-06,,,,,,
3453,84301.8,4.00E-06,3.77E-06,,,,,,
3454,84326.2,4.03E-06,3.85E-06,,,,,,
3455,84350.6,4.01E-06,3.83E-06,,,,,,
3456,84375,4.04E-06,3.90E-06,,,,,,
3457,84399.4,4.00E-06,3.98E-06,,,,,,
3458,84423.8,3.95E-06,3.98E-06,,,,,,
3459,84448.2,3.91E-06,3.90E-06,,,,,,
3460,84472.7,3.86E-06,3.90E-06,,,,,,
3461,84497.1,3.97E-06,3.90E-06,,,,,,
3462,84521.5,4.02E-06,3.83E-06,,,,,,
3463,84545.9,4.06E-06,3.82E-06,,,,,,
3464,84570.3,4.09E-06,3.79E-06,,,,,,
3465,84594.7,4.02E-06,3.81E-06,,,,,,
3466,84619.1,3.95E-06,3.84E-06,,,,,,
3467,84643.6,3.90E-06,3.84E-06,,,,,,
3468,84668,3.90E-06,3.84E-06,,,,,,
3469,84692.4,3.98E-06,3.84E-06,,,,,,
3470,84716.8,4.05E-06,3.88E-06,,,,,,
3471,84741.2,4.02E-06,3.87E-06,,,,,,
3472,84765.6,3.97E-06,3.88E-06,,,,,,
3473,84790,3.96E-06,3.92E-06,,,,,,
3474,84814.5,3.87E-06,3.94E-06,,,,,,
3475,84838.9,3.77E-06,3.93E-06,,,,,,
3476,84863.3,3.90E-06,3.87E-06,,,,,,
3477,84887.7,4.06E-06,3.88E-06,,,,,,
3478,84912.1,4.05E-06,3.88E-06,,,,,,
3479,84936.5,4.00E-06,3.83E-06,,,,,,
3480,84960.9,4.05E-06,3.85E-06,,,,,,
3481,84985.4,4.11E-06,3.80E-06,,,,,,
3482,85009.8,3.96E-06,3.69E-06,,,,,,
3483,85034.2,3.91E-06,3.75E-06,,,,,,
3484,85058.6,4.02E-06,3.94E-06,,,,,,
3485,85083,4.03E-06,4.03E-06,,,,,,
3486,85107.4,4.03E-06,3.94E-06,,,,,,
3487,85131.8,4.03E-06,3.89E-06,,,,,,
3488,85156.3,4.03E-06,3.87E-06,,,,,,
3489,85180.7,4.07E-06,3.83E-06,,,,,,
3490,85205.1,4.05E-06,3.83E-06,,,,,,
3491,85229.5,3.89E-06,3.84E-06,,,,,,
3492,85253.9,3.91E-06,3.88E-06,,,,,,
3493,85278.3,4.01E-06,3.80E-06,,,,,,
3494,85302.7,4.07E-06,3.75E-06,,,,,,
3495,85327.1,4.00E-06,3.84E-06,,,,,,
3496,85351.6,3.95E-06,4.00E-06,,,,,,
3497,85376,3.91E-06,4.06E-06,,,,,,
3498,85400.4,3.86E-06,4.03E-06,,,,,,
3499,85424.8,3.97E-06,3.93E-06,,,,,,
3500,85449.2,4.05E-06,3.81E-06,,,,,,
3501,85473.6,4.04E-06,3.79E-06,,,,,,
3502,85498,4.05E-06,3.79E-06,,,,,,
3503,85522.5,4.04E-06,3.79E-06,,,,,,
3504,85546.9,4.04E-06,3.85E-06,,,,,,
3505,85571.3,4.03E-06,3.89E-06,,,,,,
3506,85595.7,4.04E-06,3.89E-06,,,,,,
3507,85620.1,4.11E-06,3.85E-06,,,,,,
3508,85644.5,4.19E-06,3.90E-06,,,,,,
3509,85668.9,4.15E-06,3.94E-06,,,,,,
3510,85693.4,4.07E-06,3.90E-06,,,,,,
3511,85717.8,4.03E-06,3.92E-06,,,,,,
3512,85742.2,3.99E-06,3.97E-06,,,,,,
3513,85766.6,4.01E-06,3.99E-06,,,,,,
3514,85791,4.02E-06,3.94E-06,,,,,,
3515,85815.4,4.03E-06,3.92E-06,,,,,,
3516,85839.8,4.03E-06,3.84E-06,,,,,,
3517,85864.3,3.97E-06,3.74E-06,,,,,,
3518,85888.7,3.94E-06,3.75E-06,,,,,,
3519,85913.1,4.02E-06,3.78E-06,,,,,,
3520,85937.5,3.97E-06,3.86E-06,,,,,,
3521,85961.9,3.96E-06,3.86E-06,,,,,,
3522,85986.3,3.99E-06,3.91E-06,,,,,,
3523,86010.7,4.00E-06,3.97E-06,,,,,,
3524,86035.2,3.97E-06,3.82E-06,,,,,,
3525,86059.6,3.94E-06,3.76E-06,,,,,,
3526,86084,3.93E-06,3.84E-06,,,,,,
3527,86108.4,4.03E-06,3.86E-06,,,,,,
3528,86132.8,4.13E-06,3.89E-06,,,,,,
3529,86157.2,4.08E-06,3.96E-06,,,,,,
3530,86181.6,4.03E-06,3.97E-06,,,,,,
3531,86206.1,3.95E-06,4.00E-06,,,,,,
3532,86230.5,3.90E-06,3.98E-06,,,,,,
3533,86254.9,3.91E-06,3.88E-06,,,,,,
3534,86279.3,3.94E-06,3.83E-06,,,,,,
3535,86303.7,3.92E-06,3.86E-06,,,,,,
3536,86328.1,3.99E-06,3.84E-06,,,,,,
3537,86352.5,4.07E-06,3.85E-06,,,,,,
3538,86377,4.06E-06,3.90E-06,,,,,,
3539,86401.4,4.05E-06,3.86E-06,,,,,,
3540,86425.8,4.02E-06,3.80E-06,,,,,,
3541,86450.2,3.92E-06,3.79E-06,,,,,,
3542,86474.6,3.94E-06,3.87E-06,,,,,,
3543,86499,4.01E-06,4.00E-06,,,,,,
3544,86523.4,4.02E-06,4.04E-06,,,,,,
3545,86547.9,3.98E-06,3.95E-06,,,,,,
3546,86572.3,3.98E-06,3.86E-06,,,,,,
3547,86596.7,4.00E-06,3.78E-06,,,,,,
3548,86621.1,3.97E-06,3.78E-06,,,,,,
3549,86645.5,4.00E-06,3.84E-06,,,,,,
3550,86669.9,4.00E-06,3.87E-06,,,,,,
3551,86694.3,3.99E-06,3.89E-06,,,,,,
3552,86718.8,4.02E-06,3.88E-06,,,,,,
3553,86743.2,4.01E-06,3.84E-06,,,,,,
3554,86767.6,4.01E-06,3.80E-06,,,,,,
3555,86792,4.03E-06,3.84E-06,,,,,,
3556,86816.4,3.96E-06,3.87E-06,,,,,,
3557,86840.8,3.87E-06,3.90E-06,,,,,,
3558,86865.2,3.83E-06,3.88E-06,,,,,,
3559,86889.6,3.88E-06,3.84E-06,,,,,,
3560,86914.1,3.97E-06,3.86E-06,,,,,,
3561,86938.5,3.97E-06,3.90E-06,,,,,,
3562,86962.9,3.99E-06,3.89E-06,,,,,,
3563,86987.3,3.98E-06,3.87E-06,,,,,,
3564,87011.7,3.96E-06,3.87E-06,,,,,,
3565,87036.1,4.01E-06,3.84E-06,,,,,,
3566,87060.5,4.05E-06,3.86E-06,,,,,,
3567,87085,4.04E-06,3.92E-06,,,,,,
3568,87109.4,3.95E-06,3.92E-06,,,,,,
3569,87133.8,3.98E-06,3.92E-06,,,,,,
3570,87158.2,4.05E-06,3.96E-06,,,,,,
3571,87182.6,4.03E-06,3.96E-06,,,,,,
3572,87207,4.07E-06,3.89E-06,,,,,,
3573,87231.4,4.04E-06,3.84E-06,,,,,,
3574,87255.9,3.98E-06,3.89E-06,,,,,,
3575,87280.3,4.03E-06,3.92E-06,,,,,,
3576,87304.7,4.05E-06,3.96E-06,,,,,,
3577,87329.1,4.02E-06,3.90E-06,,,,,,
3578,87353.5,4.02E-06,3.83E-06,,,,,,
3579,87377.9,4.01E-06,3.86E-06,,,,,,
3580,87402.3,3.94E-06,3.95E-06,,,,,,
3581,87426.8,3.98E-06,3.99E-06,,,,,,
3582,87451.2,4.00E-06,4.00E-06,,,,,,
3583,87475.6,3.96E-06,3.96E-06,,,,,,
3584,87500,3.95E-06,3.87E-06,,,,,,
3585,87524.4,3.93E-06,3.88E-06,,,,,,
3586,87548.8,3.89E-06,3.88E-06,,,,,,
3587,87573.2,3.96E-06,3.80E-06,,,,,,
3588,87597.7,3.97E-06,3.83E-06,,,,,,
3589,87622.1,3.95E-06,3.95E-06,,,,,,
3590,87646.5,3.95E-06,3.98E-06,,,,,,
3591,87670.9,4.05E-06,3.98E-06,,,,,,
3592,87695.3,4.16E-06,3.93E-06,,,,,,
3593,87719.7,4.12E-06,3.86E-06,,,,,,
3594,87744.1,4.00E-06,3.86E-06,,,,,,
3595,87768.6,3.95E-06,3.87E-06,,,,,,
3596,87793,3.96E-06,3.99E-06,,,,,,
3597,87817.4,3.95E-06,3.99E-06,,,,,,
3598,87841.8,3.95E-06,3.90E-06,,,,,,
3599,87866.2,4.04E-06,3.83E-06,,,,,,
3600,87890.6,4.03E-06,3.83E-06,,,,,,
3601,87915,3.96E-06,3.87E-06,,,,,,
3602,87939.5,3.95E-06,3.86E-06,,,,,,
3603,87963.9,3.94E-06,3.90E-06,,,,,,
3604,87988.3,4.04E-06,3.95E-06,,,,,,
3605,88012.7,4.09E-06,3.93E-06,,,,,,
3606,88037.1,4.05E-06,3.93E-06,,,,,,
3607,88061.5,4.06E-06,3.93E-06,,,,,,
3608,88085.9,4.02E-06,3.92E-06,,,,,,
3609,88110.4,4.00E-06,3.90E-06,,,,,,
3610,88134.8,3.97E-06,3.81E-06,,,,,,
3611,88159.2,3.99E-06,3.82E-06,,,,,,
3612,88183.6,4.03E-06,3.96E-06,,,,,,
3613,88208,4.06E-06,4.01E-06,,,,,,
3614,88232.4,4.01E-06,3.93E-06,,,,,,
3615,88256.8,4.01E-06,3.93E-06,,,,,,
3616,88281.3,4.05E-06,3.93E-06,,,,,,
3617,88305.7,3.99E-06,3.96E-06,,,,,,
3618,88330.1,3.98E-06,3.97E-06,,,,,,
3619,88354.5,4.00E-06,3.93E-06,,,,,,
3620,88378.9,4.05E-06,3.87E-06,,,,,,
3621,88403.3,4.07E-06,3.86E-06,,,,,,
3622,88427.7,4.02E-06,3.89E-06,,,,,,
3623,88452.1,4.02E-06,3.92E-06,,,,,,
3624,88476.6,4.03E-06,3.97E-06,,,,,,
3625,88501,4.01E-06,3.95E-06,,,,,,
3626,88525.4,4.05E-06,3.95E-06,,,,,,
3627,88549.8,4.16E-06,3.93E-06,,,,,,
3628,88574.2,4.16E-06,3.90E-06,,,,,,
3629,88598.6,4.08E-06,3.92E-06,,,,,,
3630,88623,4.04E-06,3.89E-06,,,,,,
3631,88647.5,4.07E-06,3.87E-06,,,,,,
3632,88671.9,4.03E-06,3.93E-06,,,,,,
3633,88696.3,4.02E-06,3.99E-06,,,,,,
3634,88720.7,4.01E-06,4.00E-06,,,,,,
3635,88745.1,3.98E-06,3.95E-06,,,,,,
3636,88769.5,4.01E-06,3.93E-06,,,,,,
3637,88793.9,3.97E-06,3.94E-06,,,,,,
3638,88818.4,3.98E-06,3.85E-06,,,,,,
3639,88842.8,4.06E-06,3.82E-06,,,,,,
3640,88867.2,4.08E-06,3.89E-06,,,,,,
3641,88891.6,4.09E-06,3.92E-06,,,,,,
3642,88916,4.01E-06,3.88E-06,,,,,,
3643,88940.4,3.96E-06,3.89E-06,,,,,,
3644,88964.8,3.98E-06,3.91E-06,,,,,,
3645,88989.3,4.10E-06,3.92E-06,,,,,,
3646,89013.7,4.16E-06,3.93E-06,,,,,,
3647,89038.1,4.07E-06,3.93E-06,,,,,,
3648,89062.5,4.02E-06,3.86E-06,,,,,,
3649,89086.9,4.04E-06,3.90E-06,,,,,,
3650,89111.3,4.08E-06,3.94E-06,,,,,,
3651,89135.7,4.08E-06,3.91E-06,,,,,,
3652,89160.2,4.06E-06,3.86E-06,,,,,,
3653,89184.6,4.08E-06,3.78E-06,,,,,,
3654,89209,4.08E-06,3.76E-06,,,,,,
3655,89233.4,4.09E-06,3.85E-06,,,,,,
3656,89257.8,4.05E-06,3.96E-06,,,,,,
3657,89282.2,4.07E-06,3.97E-06,,,,,,
3658,89306.6,4.05E-06,3.89E-06,,,,,,
3659,89331.1,4.02E-06,3.82E-06,,,,,,
3660,89355.5,4.02E-06,3.81E-06,,,,,,
3661,89379.9,3.97E-06,3.79E-06,,,,,,
3662,89404.3,3.96E-06,3.83E-06,,,,,,
3663,89428.7,3.95E-06,3.89E-06,,,,,,
3664,89453.1,3.95E-06,3.90E-06,,,,,,
3665,89477.5,4.01E-06,3.83E-06,,,,,,
3666,89502,4.05E-06,3.77E-06,,,,,,
3667,89526.4,4.11E-06,3.87E-06,,,,,,
3668,89550.8,4.09E-06,3.91E-06,,,,,,
3669,89575.2,4.02E-06,3.92E-06,,,,,,
3670,89599.6,3.99E-06,3.94E-06,,,,,,
3671,89624,4.02E-06,3.91E-06,,,,,,
3672,89648.4,3.96E-06,3.90E-06,,,,,,
3673,89672.9,3.92E-06,3.87E-06,,,,,,
3674,89697.3,3.96E-06,3.84E-06,,,,,,
3675,89721.7,4.03E-06,3.87E-06,,,,,,
3676,89746.1,4.09E-06,3.94E-06,,,,,,
3677,89770.5,4.04E-06,3.98E-06,,,,,,
3678,89794.9,3.92E-06,3.99E-06,,,,,,
3679,89819.3,3.84E-06,3.96E-06,,,,,,
3680,89843.8,3.94E-06,3.91E-06,,,,,,
3681,89868.2,4.12E-06,3.87E-06,,,,,,
3682,89892.6,4.17E-06,3.91E-06,,,,,,
3683,89917,4.07E-06,3.93E-06,,,,,,
3684,89941.4,4.04E-06,3.90E-06,,,,,,
3685,89965.8,4.00E-06,3.84E-06,,,,,,
3686,89990.2,3.92E-06,3.88E-06,,,,,,
3687,90014.6,3.93E-06,3.86E-06,,,,,,
3688,90039.1,3.94E-06,3.79E-06,,,,,,
3689,90063.5,3.92E-06,3.73E-06,,,,,,
3690,90087.9,3.95E-06,3.81E-06,,,,,,
3691,90112.3,3.98E-06,3.95E-06,,,,,,
3692,90136.7,3.97E-06,3.95E-06,,,,,,
3693,90161.1,3.96E-06,3.90E-06,,,,,,
3694,90185.5,3.95E-06,3.88E-06,,,,,,
3695,90210,4.02E-06,3.84E-06,,,,,,
3696,90234.4,4.10E-06,3.84E-06,,,,,,
3697,90258.8,4.08E-06,3.87E-06,,,,,,
3698,90283.2,4.04E-06,3.94E-06,,,,,,
3699,90307.6,4.03E-06,3.96E-06,,,,,,
3700,90332,4.01E-06,3.85E-06,,,,,,
3701,90356.4,4.01E-06,3.88E-06,,,,,,
3702,90380.9,3.96E-06,3.96E-06,,,,,,
3703,90405.3,3.96E-06,3.95E-06,,,,,,
3704,90429.7,3.96E-06,3.87E-06,,,,,,
3705,90454.1,3.90E-06,3.81E-06,,,,,,
3706,90478.5,3.90E-06,3.80E-06,,,,,,
3707,90502.9,4.02E-06,3.85E-06,,,,,,
3708,90527.3,4.08E-06,3.92E-06,,,,,,
3709,90551.8,4.04E-06,3.92E-06,,,,,,
3710,90576.2,3.99E-06,3.93E-06,,,,,,
3711,90600.6,3.99E-06,3.86E-06,,,,,,
3712,90625,4.01E-06,3.89E-06,,,,,,
3713,90649.4,3.99E-06,3.88E-06,,,,,,
3714,90673.8,3.97E-06,3.80E-06,,,,,,
3715,90698.2,3.97E-06,3.84E-06,,,,,,
3716,90722.7,3.98E-06,3.81E-06,,,,,,
3717,90747.1,4.04E-06,3.80E-06,,,,,,
3718,90771.5,4.10E-06,3.86E-06,,,,,,
3719,90795.9,4.03E-06,3.93E-06,,,,,,
3720,90820.3,4.01E-06,3.95E-06,,,,,,
3721,90844.7,4.01E-06,3.92E-06,,,,,,
3722,90869.1,4.01E-06,3.90E-06,,,,,,
3723,90893.6,3.97E-06,3.91E-06,,,,,,
3724,90918,3.93E-06,3.93E-06,,,,,,
3725,90942.4,4.02E-06,3.92E-06,,,,,,
3726,90966.8,4.08E-06,3.90E-06,,,,,,
3727,90991.2,4.05E-06,3.86E-06,,,,,,
3728,91015.6,4.01E-06,3.86E-06,,,,,,
3729,91040,4.08E-06,3.85E-06,,,,,,
3730,91064.5,4.17E-06,3.88E-06,,,,,,
3731,91088.9,4.15E-06,3.90E-06,,,,,,
3732,91113.3,4.10E-06,3.92E-06,,,,,,
3733,91137.7,4.05E-06,3.98E-06,,,,,,
3734,91162.1,3.98E-06,3.96E-06,,,,,,
3735,91186.5,4.01E-06,3.89E-06,,,,,,
3736,91210.9,4.01E-06,3.89E-06,,,,,,
3737,91235.4,4.04E-06,3.95E-06,,,,,,
3738,91259.8,4.07E-06,3.95E-06,,,,,,
3739,91284.2,4.03E-06,3.84E-06,,,,,,
3740,91308.6,4.04E-06,3.81E-06,,,,,,
3741,91333,4.08E-06,3.81E-06,,,,,,
3742,91357.4,4.02E-06,3.86E-06,,,,,,
3743,91381.8,4.00E-06,3.92E-06,,,,,,
3744,91406.3,4.05E-06,3.89E-06,,,,,,
3745,91430.7,4.08E-06,3.86E-06,,,,,,
3746,91455.1,4.13E-06,3.88E-06,,,,,,
3747,91479.5,4.14E-06,3.93E-06,,,,,,
3748,91503.9,4.11E-06,3.94E-06,,,,,,
3749,91528.3,4.05E-06,3.83E-06,,,,,,
3750,91552.7,3.96E-06,3.81E-06,,,,,,
3751,91577.1,3.93E-06,3.85E-06,,,,,,
3752,91601.6,3.92E-06,3.87E-06,,,,,,
3753,91626,3.91E-06,3.87E-06,,,,,,
3754,91650.4,3.95E-06,3.94E-06,,,,,,
3755,91674.8,4.00E-06,3.99E-06,,,,,,
3756,91699.2,4.05E-06,3.95E-06,,,,,,
3757,91723.6,3.97E-06,3.87E-06,,,,,,
3758,91748,3.88E-06,3.91E-06,,,,,,
3759,91772.5,3.88E-06,3.94E-06,,,,,,
3760,91796.9,3.97E-06,3.88E-06,,,,,,
3761,91821.3,4.07E-06,3.85E-06,,,,,,
3762,91845.7,4.09E-06,3.73E-06,,,,,,
3763,91870.1,4.06E-06,3.69E-06,,,,,,
3764,91894.5,4.03E-06,3.84E-06,,,,,,
3765,91918.9,3.96E-06,4.00E-06,,,,,,
3766,91943.4,3.97E-06,4.04E-06,,,,,,
3767,91967.8,3.92E-06,4.02E-06,,,,,,
3768,91992.2,3.94E-06,3.99E-06,,,,,,
3769,92016.6,3.99E-06,3.86E-06,,,,,,
3770,92041,4.00E-06,3.81E-06,,,,,,
3771,92065.4,4.05E-06,3.92E-06,,,,,,
3772,92089.8,4.04E-06,3.90E-06,,,,,,
3773,92114.3,4.06E-06,3.78E-06,,,,,,
3774,92138.7,4.01E-06,3.84E-06,,,,,,
3775,92163.1,3.92E-06,3.94E-06,,,,,,
3776,92187.5,3.89E-06,3.93E-06,,,,,,
3777,92211.9,3.90E-06,3.85E-06,,,,,,
3778,92236.3,3.99E-06,3.88E-06,,,,,,
3779,92260.7,4.00E-06,3.94E-06,,,,,,
3780,92285.2,3.94E-06,3.93E-06,,,,,,
3781,92309.6,3.94E-06,3.91E-06,,,,,,
3782,92334,4.00E-06,3.92E-06,,,,,,
3783,92358.4,3.97E-06,3.86E-06,,,,,,
3784,92382.8,3.91E-06,3.82E-06,,,,,,
3785,92407.2,3.91E-06,3.83E-06,,,,,,
3786,92431.6,3.99E-06,3.85E-06,,,,,,
3787,92456.1,3.98E-06,3.83E-06,,,,,,
3788,92480.5,3.95E-06,3.83E-06,,,,,,
3789,92504.9,3.98E-06,3.88E-06,,,,,,
3790,92529.3,3.97E-06,3.82E-06,,,,,,
3791,92553.7,3.94E-06,3.77E-06,,,,,,
3792,92578.1,3.95E-06,3.84E-06,,,,,,
3793,92602.5,3.95E-06,3.93E-06,,,,,,
3794,92627,3.96E-06,3.91E-06,,,,,,
3795,92651.4,3.95E-06,3.89E-06,,,,,,
3796,92675.8,3.93E-06,3.93E-06,,,,,,
3797,92700.2,3.94E-06,3.91E-06,,,,,,
3798,92724.6,3.97E-06,3.86E-06,,,,,,
3799,92749,3.95E-06,3.91E-06,,,,,,
3800,92773.4,3.96E-06,3.93E-06,,,,,,
3801,92797.9,4.01E-06,3.93E-06,,,,,,
3802,92822.3,3.95E-06,3.93E-06,,,,,,
3803,92846.7,3.92E-06,3.90E-06,,,,,,
3804,92871.1,4.05E-06,3.90E-06,,,,,,
3805,92895.5,4.11E-06,3.94E-06,,,,,,
3806,92919.9,4.11E-06,3.96E-06,,,,,,
3807,92944.3,4.06E-06,3.93E-06,,,,,,
3808,92968.8,3.99E-06,3.88E-06,,,,,,
3809,92993.2,3.95E-06,3.84E-06,,,,,,
3810,93017.6,3.95E-06,3.86E-06,,,,,,
3811,93042,3.95E-06,3.92E-06,,,,,,
3812,93066.4,3.99E-06,3.91E-06,,,,,,
3813,93090.8,4.10E-06,3.91E-06,,,,,,
3814,93115.2,4.08E-06,3.87E-06,,,,,,
3815,93139.6,4.00E-06,3.80E-06,,,,,,
3816,93164.1,3.98E-06,3.82E-06,,,,,,
3817,93188.5,3.98E-06,3.85E-06,,,,,,
3818,93212.9,3.93E-06,3.83E-06,,,,,,
3819,93237.3,3.88E-06,3.85E-06,,,,,,
3820,93261.7,3.91E-06,3.82E-06,,,,,,
3821,93286.1,3.90E-06,3.84E-06,,,,,,
3822,93310.5,3.87E-06,3.93E-06,,,,,,
3823,93335,3.92E-06,3.97E-06,,,,,,
3824,93359.4,4.02E-06,3.88E-06,,,,,,
3825,93383.8,4.03E-06,3.79E-06,,,,,,
3826,93408.2,3.93E-06,3.87E-06,,,,,,
3827,93432.6,3.93E-06,3.97E-06,,,,,,
3828,93457,4.00E-06,3.95E-06,,,,,,
3829,93481.4,3.98E-06,3.89E-06,,,,,,
3830,93505.9,3.95E-06,3.85E-06,,,,,,
3831,93530.3,3.92E-06,3.88E-06,,,,,,
3832,93554.7,3.93E-06,3.90E-06,,,,,,
3833,93579.1,4.03E-06,3.88E-06,,,,,,
3834,93603.5,4.07E-06,3.86E-06,,,,,,
3835,93627.9,4.01E-06,3.84E-06,,,,,,
3836,93652.3,3.92E-06,3.95E-06,,,,,,
3837,93676.8,3.91E-06,4.00E-06,,,,,,
3838,93701.2,4.00E-06,3.95E-06,,,,,,
3839,93725.6,4.10E-06,3.90E-06,,,,,,
3840,93750,4.15E-06,3.86E-06,,,,,,
3841,93774.4,4.14E-06,3.86E-06,,,,,,
3842,93798.8,4.05E-06,3.94E-06,,,,,,
3843,93823.2,4.01E-06,3.97E-06,,,,,,
3844,93847.7,4.08E-06,3.94E-06,,,,,,
3845,93872.1,4.09E-06,3.91E-06,,,,,,
3846,93896.5,4.00E-06,3.91E-06,,,,,,
3847,93920.9,3.98E-06,3.91E-06,,,,,,
3848,93945.3,4.03E-06,3.85E-06,,,,,,
3849,93969.7,4.03E-06,3.91E-06,,,,,,
3850,93994.1,3.94E-06,4.00E-06,,,,,,
3851,94018.6,3.92E-06,3.91E-06,,,,,,
3852,94043,4.04E-06,3.86E-06,,,,,,
3853,94067.4,4.10E-06,3.82E-06,,,,,,
3854,94091.8,4.07E-06,3.74E-06,,,,,,
3855,94116.2,4.04E-06,3.73E-06,,,,,,
3856,94140.6,4.04E-06,3.81E-06,,,,,,
3857,94165,4.04E-06,3.94E-06,,,,,,
3858,94189.5,3.97E-06,3.99E-06,,,,,,
3859,94213.9,3.96E-06,3.96E-06,,,,,,
3860,94238.3,3.99E-06,3.93E-06,,,,,,
3861,94262.7,3.97E-06,3.89E-06,,,,,,
3862,94287.1,3.94E-06,3.80E-06,,,,,,
3863,94311.5,3.96E-06,3.84E-06,,,,,,
3864,94335.9,3.97E-06,3.89E-06,,,,,,
3865,94360.4,3.95E-06,3.88E-06,,,,,,
3866,94384.8,3.91E-06,3.86E-06,,,,,,
3867,94409.2,3.94E-06,3.82E-06,,,,,,
3868,94433.6,3.96E-06,3.89E-06,,,,,,
3869,94458,3.94E-06,3.96E-06,,,,,,
3870,94482.4,3.97E-06,3.96E-06,,,,,,
3871,94506.8,4.05E-06,3.95E-06,,,,,,
3872,94531.3,3.98E-06,3.94E-06,,,,,,
3873,94555.7,3.91E-06,3.93E-06,,,,,,
3874,94580.1,3.97E-06,3.91E-06,,,,,,
3875,94604.5,4.03E-06,3.90E-06,,,,,,
3876,94628.9,4.03E-06,3.91E-06,,,,,,
3877,94653.3,4.05E-06,3.83E-06,,,,,,
3878,94677.7,4.02E-06,3.80E-06,,,,,,
3879,94702.1,4.01E-06,3.83E-06,,,,,,
3880,94726.6,4.03E-06,3.88E-06,,,,,,
3881,94751,4.00E-06,3.85E-06,,,,,,
3882,94775.4,4.05E-06,3.86E-06,,,,,,
3883,94799.8,4.10E-06,3.89E-06,,,,,,
3884,94824.2,4.04E-06,3.85E-06,,,,,,
3885,94848.6,3.98E-06,3.84E-06,,,,,,
3886,94873,3.96E-06,3.90E-06,,,,,,
3887,94897.5,3.98E-06,3.93E-06,,,,,,
3888,94921.9,4.00E-06,3.86E-06,,,,,,
3889,94946.3,4.01E-06,3.85E-06,,,,,,
3890,94970.7,3.97E-06,3.91E-06,,,,,,
3891,94995.1,4.01E-06,3.88E-06,,,,,,
3892,95019.5,4.02E-06,3.86E-06,,,,,,
3893,95043.9,3.98E-06,3.89E-06,,,,,,
3894,95068.4,3.99E-06,3.80E-06,,,,,,
3895,95092.8,4.04E-06,3.86E-06,,,,,,
3896,95117.2,4.01E-06,3.96E-06,,,,,,
3897,95141.6,3.95E-06,3.92E-06,,,,,,
3898,95166,3.94E-06,3.85E-06,,,,,,
3899,95190.4,4.00E-06,3.81E-06,,,,,,
3900,95214.8,4.02E-06,3.85E-06,,,,,,
3901,95239.3,4.03E-06,3.89E-06,,,,,,
3902,95263.7,4.01E-06,3.92E-06,,,,,,
3903,95288.1,4.00E-06,3.91E-06,,,,,,
3904,95312.5,4.02E-06,3.87E-06,,,,,,
3905,95336.9,3.99E-06,3.91E-06,,,,,,
3906,95361.3,3.96E-06,3.95E-06,,,,,,
3907,95385.7,3.98E-06,4.00E-06,,,,,,
3908,95410.2,3.96E-06,3.97E-06,,,,,,
3909,95434.6,3.99E-06,3.94E-06,,,,,,
3910,95459,3.99E-06,3.95E-06,,,,,,
3911,95483.4,4.08E-06,3.89E-06,,,,,,
3912,95507.8,4.13E-06,3.82E-06,,,,,,
3913,95532.2,4.07E-06,3.81E-06,,,,,,
3914,95556.6,4.05E-06,3.84E-06,,,,,,
3915,95581.1,4.06E-06,3.86E-06,,,,,,
3916,95605.5,4.06E-06,3.90E-06,,,,,,
3917,95629.9,4.02E-06,3.96E-06,,,,,,
3918,95654.3,3.95E-06,4.01E-06,,,,,,
3919,95678.7,3.93E-06,3.97E-06,,,,,,
3920,95703.1,3.98E-06,3.95E-06,,,,,,
3921,95727.5,3.98E-06,3.93E-06,,,,,,
3922,95752,4.03E-06,3.85E-06,,,,,,
3923,95776.4,4.10E-06,3.85E-06,,,,,,
3924,95800.8,4.09E-06,3.85E-06,,,,,,
3925,95825.2,4.09E-06,3.80E-06,,,,,,
3926,95849.6,4.06E-06,3.82E-06,,,,,,
3927,95874,4.04E-06,3.83E-06,,,,,,
3928,95898.4,4.06E-06,3.80E-06,,,,,,
3929,95922.9,4.05E-06,3.74E-06,,,,,,
3930,95947.3,4.00E-06,3.75E-06,,,,,,
3931,95971.7,3.94E-06,3.87E-06,,,,,,
3932,95996.1,3.90E-06,3.94E-06,,,,,,
3933,96020.5,3.93E-06,3.97E-06,,,,,,
