frequency(Hz),V/rt(Hz),Title
15.38085938,6.77E-09,SR1 PSD @ 1.5625 kHz Span
15.44189453,7.02E-09,SR1 PSD @ 1.5625 kHz Span
15.50292969,7.09E-09,SR1 PSD @ 1.5625 kHz Span
15.56396484,7.53E-09,SR1 PSD @ 1.5625 kHz Span
15.625,8.11E-09,SR1 PSD @ 1.5625 kHz Span
15.68603516,8.35E-09,SR1 PSD @ 1.5625 kHz Span
15.74707031,8.06E-09,SR1 PSD @ 1.5625 kHz Span
15.80810547,7.63E-09,SR1 PSD @ 1.5625 kHz Span
15.86914063,7.61E-09,SR1 PSD @ 1.5625 kHz Span
15.93017578,7.92E-09,SR1 PSD @ 1.5625 kHz Span
15.99121094,8.09E-09,SR1 PSD @ 1.5625 kHz Span
16.05224609,7.64E-09,SR1 PSD @ 1.5625 kHz Span
16.11328125,6.75E-09,SR1 PSD @ 1.5625 kHz Span
16.17431641,6.27E-09,SR1 PSD @ 1.5625 kHz Span
16.23535156,6.35E-09,SR1 PSD @ 1.5625 kHz Span
16.29638672,6.74E-09,SR1 PSD @ 1.5625 kHz Span
16.35742188,7.52E-09,SR1 PSD @ 1.5625 kHz Span
16.41845703,8.44E-09,SR1 PSD @ 1.5625 kHz Span
16.47949219,9.00E-09,SR1 PSD @ 1.5625 kHz Span
16.54052734,8.74E-09,SR1 PSD @ 1.5625 kHz Span
16.6015625,7.80E-09,SR1 PSD @ 1.5625 kHz Span
16.66259766,7.24E-09,SR1 PSD @ 1.5625 kHz Span
16.72363281,7.17E-09,SR1 PSD @ 1.5625 kHz Span
16.78466797,7.18E-09,SR1 PSD @ 1.5625 kHz Span
16.84570313,7.03E-09,SR1 PSD @ 1.5625 kHz Span
16.90673828,6.91E-09,SR1 PSD @ 1.5625 kHz Span
16.96777344,8.90E-09,SR1 PSD @ 1.5625 kHz Span
17.02880859,1.26E-08,SR1 PSD @ 1.5625 kHz Span
17.08984375,1.39E-08,SR1 PSD @ 1.5625 kHz Span
17.15087891,1.16E-08,SR1 PSD @ 1.5625 kHz Span
17.21191406,8.85E-09,SR1 PSD @ 1.5625 kHz Span
17.27294922,7.83E-09,SR1 PSD @ 1.5625 kHz Span
17.33398438,7.81E-09,SR1 PSD @ 1.5625 kHz Span
17.39501953,7.75E-09,SR1 PSD @ 1.5625 kHz Span
17.45605469,7.43E-09,SR1 PSD @ 1.5625 kHz Span
17.51708984,7.24E-09,SR1 PSD @ 1.5625 kHz Span
17.578125,7.34E-09,SR1 PSD @ 1.5625 kHz Span
